Goal,Number of Players,Number of Rounds,End Result
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,5,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,4,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,5,Player 2 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,4,Player 2 wins
[ ][ ][ ],4,4,Player 2 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,4,Player 0 wins
[ ][ ][ ],4,4,Player 0 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,4,Player 2 wins
[ ][ ][ ],4,3,Player 2 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,7,Player 1 wins
[ ][ ][ ],4,4,Player 2 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,3,Player 2 wins
[ ][ ][ ],4,3,Player 2 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,5,Player 2 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,4,Player 2 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,6,Player 3 wins
[ ][ ][ ],4,5,Player 1 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,6,Player 2 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,6,Player 0 wins
[ ][ ][ ],4,9,Player 0 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,6,Player 1 wins
[ ][ ][ ],4,4,Player 0 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,4,Player 0 wins
[ ][ ][ ],4,4,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,5,Player 0 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,4,Player 0 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,6,Player 1 wins
[ ][ ][ ],4,6,Player 1 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,3,Player 2 wins
[ ][ ][ ],4,3,Player 2 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,3,Player 2 wins
[ ][ ][ ],4,3,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,5,Player 3 wins
[ ][ ][ ],4,5,Player 3 wins
[ ][ ][ ],4,6,Player 3 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,2,Player 0 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,6,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,5,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,5,Player 3 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,4,Player 3 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,9,Player 2 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,5,Player 1 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,7,Player 2 wins
[ ][ ][ ],4,3,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 3 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,1,Player 1 wins
[ ][ ][ ],4,5,Player 2 wins
[ ][ ][ ],4,5,Player 2 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,4,Player 0 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],5,5,Player 4 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,6,Player 1 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,4,Player 4 wins
[ ][ ][ ],5,4,Player 4 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,3,Player 3 wins
[ ][ ][ ],5,3,Player 3 wins
[ ][ ][ ],5,3,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,4,Player 2 wins
[ ][ ][ ],5,4,Player 2 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,5,Player 0 wins
[ ][ ][ ],5,5,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,7,Player 3 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,3,Player 2 wins
[ ][ ][ ],5,3,Player 2 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,4,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,4,Player 4 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,3,Player 4 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,3,Player 1 wins
[ ][ ][ ],5,3,Player 1 wins
[ ][ ][ ],5,3,Player 1 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,3,Player 1 wins
[ ][ ][ ],5,3,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,4,Player 3 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,3,Player 0 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,5,Player 4 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,7,Player 3 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,3,Player 0 wins
[ ][ ][ ],5,3,Player 0 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,3,Player 0 wins
[ ][ ][ ],5,3,Player 0 wins
[ ][ ][ ],5,2,Player 4 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,4,Player 3 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,4,Player 4 wins
[ ][ ][ ],5,4,Player 4 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,3,Player 1 wins
[ ][ ][ ],5,3,Player 1 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,5,Player 1 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,5,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,4,Player 3 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,8,Player 1 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,4,Player 3 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,3,Player 0 wins
[ ][ ][ ],5,3,Player 0 wins
[ ][ ][ ],5,3,Player 3 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,6,Only action cards left
[ ][ ][ ],5,3,Player 2 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,4,Player 3 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,4,Player 2 wins
[ ][ ][ ],5,4,Player 2 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,3,Player 4 wins
[ ][ ][ ],5,3,Player 4 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,4,Player 2 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,7,Player 4 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,5,Player 1 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,3,Player 0 wins
[ ][ ][ ],6,3,Player 0 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,3,Player 3 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,3,Player 2 wins
[ ][ ][ ],6,4,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,3,Player 4 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
