Goal,Number of Players,Number of Rounds,End Result
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,18,Player 0 wins
[*][ ][ ][*],2,18,Player 0 wins
[*][ ][ ][*],2,18,Player 0 wins
[*][ ][ ][*],2,10,Player 0 wins
[*][ ][ ][*],2,10,Player 0 wins
[*][ ][ ][*],2,10,Player 0 wins
[*][ ][ ][*],2,24,Player 1 wins
[*][ ][ ][*],2,7,Player 0 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,16,Player 0 wins
[*][ ][ ][*],2,16,Player 0 wins
[*][ ][ ][*],2,16,Player 0 wins
[*][ ][ ][*],2,16,Player 0 wins
[*][ ][ ][*],2,16,Player 0 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,7,Player 1 wins
[*][ ][ ][*],2,21,Player 0 wins
[*][ ][ ][*],2,36,Player 0 wins
[*][ ][ ][*],2,26,Player 0 wins
[*][ ][ ][*],2,13,Player 1 wins
[*][ ][ ][*],2,19,Player 1 wins
[*][ ][ ][*],2,27,Player 1 wins
[*][ ][ ][*],2,37,Player 0 wins
[*][ ][ ][*],2,22,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,18,Player 1 wins
[*][ ][ ][*],2,18,Player 1 wins
[*][ ][ ][*],2,10,Player 1 wins
[*][ ][ ][*],2,10,Player 1 wins
[*][ ][ ][*],2,21,Player 1 wins
[*][ ][ ][*],2,21,Player 1 wins
[*][ ][ ][*],2,4,Player 0 wins
[*][ ][ ][*],2,13,Player 1 wins
[*][ ][ ][*],2,13,Player 1 wins
[*][ ][ ][*],2,32,Player 0 wins
[*][ ][ ][*],2,28,Player 0 wins
[*][ ][ ][*],2,19,Player 1 wins
[*][ ][ ][*],2,9,Player 0 wins
[*][ ][ ][*],2,9,Player 0 wins
[*][ ][ ][*],2,9,Player 0 wins
[*][ ][ ][*],2,9,Player 0 wins
[*][ ][ ][*],2,9,Player 0 wins
[*][ ][ ][*],2,9,Player 0 wins
[*][ ][ ][*],2,9,Player 0 wins
[*][ ][ ][*],2,9,Player 0 wins
[*][ ][ ][*],2,9,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,25,Player 1 wins
[*][ ][ ][*],2,35,Player 1 wins
[*][ ][ ][*],2,46,Player 1 wins
[*][ ][ ][*],2,21,Player 1 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,20,Player 1 wins
[*][ ][ ][*],2,29,Player 1 wins
[*][ ][ ][*],2,18,Player 0 wins
[*][ ][ ][*],2,35,Player 0 wins
[*][ ][ ][*],2,30,Player 1 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,5,Player 0 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,12,Player 1 wins
[*][ ][ ][*],2,22,Player 1 wins
[*][ ][ ][*],2,18,Player 1 wins
[*][ ][ ][*],2,35,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,11,Player 0 wins
[*][ ][ ][*],2,14,Player 0 wins
[*][ ][ ][*],2,14,Player 0 wins
[*][ ][ ][*],2,14,Player 0 wins
[*][ ][ ][*],2,15,Player 1 wins
[*][ ][ ][*],2,15,Player 1 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,8,Player 0 wins
[*][ ][ ][*],2,16,Player 0 wins
[*][ ][ ][*],2,16,Player 0 wins
[*][ ][ ][*],2,12,Player 0 wins
[*][ ][ ][*],2,12,Player 0 wins
[*][ ][ ][*],2,12,Player 0 wins
[*][ ][ ][*],2,12,Player 0 wins
[*][ ][ ][*],2,12,Player 0 wins
[*][ ][ ][*],2,12,Player 0 wins
[*][ ][ ][*],2,11,Player 1 wins
[*][ ][ ][*],2,11,Player 1 wins
[*][ ][ ][*],2,11,Player 1 wins
[*][ ][ ][*],2,11,Player 1 wins
[*][ ][ ][*],2,11,Player 1 wins
[*][ ][ ][*],2,11,Player 1 wins
[*][ ][ ][*],2,11,Player 1 wins
[*][ ][ ][*],2,28,Player 1 wins
[*][ ][ ][*],2,13,Player 1 wins
[*][ ][ ][*],2,13,Player 1 wins
[*][ ][ ][*],2,13,Player 1 wins
[*][ ][ ][*],2,13,Player 1 wins
[*][ ][ ][*],2,36,Player 0 wins
[*][ ][ ][*],2,23,Player 0 wins
[*][ ][ ][*],2,23,Player 0 wins
[*][ ][ ][*],2,56,Player 1 wins
[*][ ][ ][*],2,32,Player 1 wins
[*][ ][ ][*],2,15,Player 1 wins
[*][ ][ ][*],3,11,Player 1 wins
[*][ ][ ][*],3,11,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,29,Player 1 wins
[*][ ][ ][*],3,19,Player 1 wins
[*][ ][ ][*],3,15,Player 1 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,4,Player 0 wins
[*][ ][ ][*],3,10,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,21,Player 0 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,23,Player 0 wins
[*][ ][ ][*],3,18,Player 2 wins
[*][ ][ ][*],3,18,Player 2 wins
[*][ ][ ][*],3,17,Player 0 wins
[*][ ][ ][*],3,17,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,23,Player 1 wins
[*][ ][ ][*],3,9,Player 2 wins
[*][ ][ ][*],3,21,Player 2 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,24,Player 0 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,18,Player 1 wins
[*][ ][ ][*],3,18,Player 1 wins
[*][ ][ ][*],3,27,Player 0 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,3,Player 0 wins
[*][ ][ ][*],3,15,Player 1 wins
[*][ ][ ][*],3,13,Player 0 wins
[*][ ][ ][*],3,25,Player 0 wins
[*][ ][ ][*],3,8,Player 1 wins
[*][ ][ ][*],3,24,Player 2 wins
[*][ ][ ][*],3,24,Player 1 wins
[*][ ][ ][*],3,27,Player 0 wins
[*][ ][ ][*],3,19,Player 1 wins
[*][ ][ ][*],3,14,Player 2 wins
[*][ ][ ][*],3,14,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,5,Player 2 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 2 wins
[*][ ][ ][*],3,11,Player 2 wins
[*][ ][ ][*],3,11,Player 2 wins
[*][ ][ ][*],3,11,Player 2 wins
[*][ ][ ][*],3,11,Player 2 wins
[*][ ][ ][*],3,11,Player 2 wins
[*][ ][ ][*],3,11,Player 2 wins
[*][ ][ ][*],3,11,Player 2 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,35,Player 1 wins
[*][ ][ ][*],3,16,Player 2 wins
[*][ ][ ][*],3,25,Player 2 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,14,Player 2 wins
[*][ ][ ][*],3,14,Player 2 wins
[*][ ][ ][*],3,14,Player 2 wins
[*][ ][ ][*],3,14,Player 2 wins
[*][ ][ ][*],3,21,Player 0 wins
[*][ ][ ][*],3,12,Player 2 wins
[*][ ][ ][*],3,12,Player 2 wins
[*][ ][ ][*],3,13,Player 2 wins
[*][ ][ ][*],3,16,Player 2 wins
[*][ ][ ][*],3,16,Player 2 wins
[*][ ][ ][*],3,16,Player 0 wins
[*][ ][ ][*],3,16,Player 0 wins
[*][ ][ ][*],3,16,Player 0 wins
[*][ ][ ][*],3,16,Player 0 wins
[*][ ][ ][*],3,24,Player 0 wins
[*][ ][ ][*],3,18,Player 1 wins
[*][ ][ ][*],3,12,Player 2 wins
[*][ ][ ][*],3,12,Player 2 wins
[*][ ][ ][*],3,12,Player 2 wins
[*][ ][ ][*],3,22,Player 2 wins
[*][ ][ ][*],3,14,Player 1 wins
[*][ ][ ][*],3,17,Player 1 wins
[*][ ][ ][*],3,17,Player 1 wins
[*][ ][ ][*],3,12,Player 2 wins
[*][ ][ ][*],3,12,Player 2 wins
[*][ ][ ][*],3,23,Player 0 wins
[*][ ][ ][*],3,21,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,17,Player 0 wins
[*][ ][ ][*],3,10,Player 1 wins
[*][ ][ ][*],3,10,Player 1 wins
[*][ ][ ][*],3,10,Player 1 wins
[*][ ][ ][*],3,15,Player 0 wins
[*][ ][ ][*],3,15,Player 0 wins
[*][ ][ ][*],3,15,Player 0 wins
[*][ ][ ][*],3,15,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,11,Player 0 wins
[*][ ][ ][*],3,6,Player 2 wins
[*][ ][ ][*],3,6,Player 2 wins
[*][ ][ ][*],3,6,Player 2 wins
[*][ ][ ][*],3,6,Player 2 wins
[*][ ][ ][*],3,6,Player 2 wins
[*][ ][ ][*],3,6,Player 2 wins
[*][ ][ ][*],3,6,Player 2 wins
[*][ ][ ][*],3,6,Player 2 wins
[*][ ][ ][*],3,6,Player 2 wins
[*][ ][ ][*],3,10,Player 0 wins
[*][ ][ ][*],3,10,Player 0 wins
[*][ ][ ][*],3,21,Player 0 wins
[*][ ][ ][*],3,13,Player 0 wins
[*][ ][ ][*],3,13,Player 0 wins
[*][ ][ ][*],3,13,Player 0 wins
[*][ ][ ][*],3,13,Player 0 wins
[*][ ][ ][*],3,13,Player 0 wins
[*][ ][ ][*],3,13,Player 0 wins
[*][ ][ ][*],3,24,Player 0 wins
[*][ ][ ][*],3,12,Player 1 wins
[*][ ][ ][*],3,12,Player 1 wins
[*][ ][ ][*],3,18,Player 0 wins
[*][ ][ ][*],3,18,Player 0 wins
[*][ ][ ][*],3,18,Player 0 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,8,Player 2 wins
[*][ ][ ][*],3,33,Only action cards left
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,4,Player 2 wins
[*][ ][ ][*],3,19,Player 1 wins
[*][ ][ ][*],3,23,Player 0 wins
[*][ ][ ][*],3,13,Player 2 wins
[*][ ][ ][*],3,8,Player 0 wins
[*][ ][ ][*],3,8,Player 0 wins
[*][ ][ ][*],3,8,Player 0 wins
[*][ ][ ][*],3,8,Player 0 wins
[*][ ][ ][*],3,8,Player 0 wins
[*][ ][ ][*],3,8,Player 0 wins
[*][ ][ ][*],3,8,Player 0 wins
[*][ ][ ][*],3,8,Player 0 wins
[*][ ][ ][*],3,8,Player 0 wins
[*][ ][ ][*],3,21,Player 0 wins
[*][ ][ ][*],3,21,Player 0 wins
[*][ ][ ][*],3,21,Player 1 wins
[*][ ][ ][*],3,42,Only action cards left
[*][ ][ ][*],3,31,Player 2 wins
[*][ ][ ][*],3,14,Player 2 wins
[*][ ][ ][*],3,22,Player 0 wins
[*][ ][ ][*],3,20,Player 0 wins
[*][ ][ ][*],3,19,Player 2 wins
[*][ ][ ][*],3,28,Player 2 wins
[*][ ][ ][*],3,12,Player 0 wins
[*][ ][ ][*],3,15,Player 1 wins
[*][ ][ ][*],3,15,Player 1 wins
[*][ ][ ][*],3,16,Player 1 wins
[*][ ][ ][*],3,16,Player 1 wins
[*][ ][ ][*],3,21,Player 0 wins
[*][ ][ ][*],3,18,Player 2 wins
[*][ ][ ][*],3,18,Player 2 wins
[*][ ][ ][*],3,7,Player 2 wins
[*][ ][ ][*],3,7,Player 2 wins
[*][ ][ ][*],3,7,Player 2 wins
[*][ ][ ][*],3,7,Player 2 wins
[*][ ][ ][*],3,7,Player 2 wins
[*][ ][ ][*],3,12,Player 1 wins
[*][ ][ ][*],3,12,Player 1 wins
[*][ ][ ][*],3,12,Player 1 wins
[*][ ][ ][*],3,12,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 1 wins
[*][ ][ ][*],3,13,Player 2 wins
[*][ ][ ][*],3,14,Player 2 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,9,Player 1 wins
[*][ ][ ][*],3,14,Player 0 wins
[*][ ][ ][*],3,14,Player 0 wins
[*][ ][ ][*],3,14,Player 0 wins
[*][ ][ ][*],3,14,Player 0 wins
[*][ ][ ][*],3,21,Player 2 wins
[*][ ][ ][*],3,20,Player 0 wins
[*][ ][ ][*],3,31,Player 1 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,15,Player 2 wins
[*][ ][ ][*],3,7,Player 0 wins
[*][ ][ ][*],3,7,Player 0 wins
[*][ ][ ][*],3,7,Player 0 wins
[*][ ][ ][*],3,7,Player 0 wins
[*][ ][ ][*],3,7,Player 0 wins
[*][ ][ ][*],3,7,Player 0 wins
[*][ ][ ][*],3,19,Player 0 wins
[*][ ][ ][*],3,19,Player 0 wins
[*][ ][ ][*],3,10,Player 2 wins
[*][ ][ ][*],3,10,Player 2 wins
[*][ ][ ][*],3,10,Player 2 wins
[*][ ][ ][*],3,10,Player 2 wins
[*][ ][ ][*],3,10,Player 2 wins
[*][ ][ ][*],3,16,Player 2 wins
[*][ ][ ][*],3,13,Player 2 wins
[*][ ][ ][*],3,13,Player 2 wins
[*][ ][ ][*],3,18,Player 2 wins
[*][ ][ ][*],3,11,Player 2 wins
[*][ ][ ][*],3,7,Player 1 wins
[*][ ][ ][*],4,5,Player 3 wins
[*][ ][ ][*],4,9,Player 2 wins
[*][ ][ ][*],4,8,Player 3 wins
[*][ ][ ][*],4,13,Player 2 wins
[*][ ][ ][*],4,19,Player 3 wins
[*][ ][ ][*],4,12,Player 2 wins
[*][ ][ ][*],4,15,Player 3 wins
[*][ ][ ][*],4,14,Player 1 wins
[*][ ][ ][*],4,17,Player 3 wins
[*][ ][ ][*],4,16,Player 3 wins
[*][ ][ ][*],4,32,Player 2 wins
[*][ ][ ][*],4,10,Player 1 wins
[*][ ][ ][*],4,18,Player 2 wins
[*][ ][ ][*],4,15,Player 3 wins
[*][ ][ ][*],4,8,Player 3 wins
[*][ ][ ][*],4,18,Player 3 wins
[*][ ][ ][*],4,15,Player 2 wins
[*][ ][ ][*],4,7,Player 2 wins
[*][ ][ ][*],4,11,Player 0 wins
[*][ ][ ][*],4,15,Player 0 wins
[*][ ][ ][*],4,10,Player 3 wins
[*][ ][ ][*],4,24,Player 3 wins
[*][ ][ ][*],4,6,Player 2 wins
[*][ ][ ][*],4,9,Player 1 wins
[*][ ][ ][*],4,12,Player 0 wins
[*][ ][ ][*],4,12,Player 1 wins
[*][ ][ ][*],4,13,Player 3 wins
[*][ ][ ][*],4,6,Player 2 wins
[*][ ][ ][*],4,8,Player 2 wins
[*][ ][ ][*],4,13,Player 3 wins
[*][ ][ ][*],4,18,Player 1 wins
[*][ ][ ][*],4,13,Player 1 wins
[*][ ][ ][*],4,13,Player 0 wins
[*][ ][ ][*],4,11,Player 2 wins
[*][ ][ ][*],4,8,Player 2 wins
[*][ ][ ][*],4,22,Player 2 wins
[*][ ][ ][*],4,19,Player 2 wins
[*][ ][ ][*],4,17,Player 3 wins
[*][ ][ ][*],4,9,Player 3 wins
[*][ ][ ][*],4,5,Player 0 wins
[*][ ][ ][*],4,5,Player 3 wins
[*][ ][ ][*],4,5,Player 3 wins
[*][ ][ ][*],4,17,Player 1 wins
[*][ ][ ][*],4,17,Player 0 wins
[*][ ][ ][*],4,19,Player 2 wins
[*][ ][ ][*],4,18,Player 1 wins
[*][ ][ ][*],4,21,Player 1 wins
[*][ ][ ][*],4,7,Player 3 wins
[*][ ][ ][*],4,21,Only action cards left
[*][ ][ ][*],4,17,Player 3 wins
[*][ ][ ][*],4,14,Player 1 wins
[*][ ][ ][*],4,13,Player 1 wins
[*][ ][ ][*],4,12,Player 2 wins
[*][ ][ ][*],4,12,Player 2 wins
[*][ ][ ][*],4,12,Player 1 wins
[*][ ][ ][*],4,18,Player 1 wins
[*][ ][ ][*],4,15,Player 3 wins
[*][ ][ ][*],4,12,Player 2 wins
[*][ ][ ][*],4,16,Player 3 wins
[*][ ][ ][*],4,8,Player 3 wins
[*][ ][ ][*],4,16,Player 1 wins
[*][ ][ ][*],4,21,Player 3 wins
[*][ ][ ][*],4,5,Player 3 wins
[*][ ][ ][*],4,13,Player 1 wins
[*][ ][ ][*],4,14,Player 1 wins
[*][ ][ ][*],4,10,Player 2 wins
[*][ ][ ][*],4,14,Player 1 wins
[*][ ][ ][*],4,18,Player 0 wins
[*][ ][ ][*],4,13,Player 1 wins
[*][ ][ ][*],4,8,Player 3 wins
[*][ ][ ][*],4,8,Player 2 wins
[*][ ][ ][*],4,7,Player 0 wins
[*][ ][ ][*],4,10,Player 2 wins
[*][ ][ ][*],4,10,Player 2 wins
[*][ ][ ][*],4,12,Player 2 wins
[*][ ][ ][*],4,9,Player 1 wins
[*][ ][ ][*],4,27,Player 3 wins
[*][ ][ ][*],4,13,Player 0 wins
[*][ ][ ][*],4,20,Player 3 wins
[*][ ][ ][*],4,12,Player 2 wins
[*][ ][ ][*],4,15,Player 2 wins
[*][ ][ ][*],4,11,Player 1 wins
[*][ ][ ][*],4,6,Player 1 wins
[*][ ][ ][*],4,13,Player 3 wins
[*][ ][ ][*],4,12,Player 1 wins
[*][ ][ ][*],4,7,Player 2 wins
[*][ ][ ][*],4,18,Player 1 wins
[*][ ][ ][*],4,17,Player 1 wins
[*][ ][ ][*],4,21,Player 3 wins
[*][ ][ ][*],4,7,Player 3 wins
[*][ ][ ][*],4,10,Player 2 wins
[*][ ][ ][*],4,16,Player 1 wins
[*][ ][ ][*],4,7,Player 2 wins
[*][ ][ ][*],4,22,Player 2 wins
[*][ ][ ][*],4,22,Player 1 wins
[*][ ][ ][*],4,5,Player 1 wins
[*][ ][ ][*],4,15,Player 0 wins
[*][ ][ ][*],4,5,Player 1 wins
[*][ ][ ][*],4,11,Player 0 wins
[*][ ][ ][*],4,14,Player 2 wins
[*][ ][ ][*],4,11,Player 0 wins
[*][ ][ ][*],4,16,Player 1 wins
[*][ ][ ][*],4,4,Player 3 wins
[*][ ][ ][*],4,4,Player 3 wins
[*][ ][ ][*],4,9,Player 0 wins
[*][ ][ ][*],4,3,Player 3 wins
[*][ ][ ][*],4,17,Player 2 wins
[*][ ][ ][*],4,8,Player 0 wins
[*][ ][ ][*],4,16,Player 2 wins
[*][ ][ ][*],4,15,Player 3 wins
[*][ ][ ][*],4,8,Player 2 wins
[*][ ][ ][*],4,14,Player 0 wins
[*][ ][ ][*],4,18,Player 1 wins
[*][ ][ ][*],4,11,Player 3 wins
[*][ ][ ][*],4,11,Player 3 wins
[*][ ][ ][*],4,7,Player 0 wins
[*][ ][ ][*],4,22,Player 3 wins
[*][ ][ ][*],4,8,Player 0 wins
[*][ ][ ][*],4,11,Player 1 wins
[*][ ][ ][*],4,12,Player 1 wins
[*][ ][ ][*],4,21,Player 2 wins
[*][ ][ ][*],4,10,Player 0 wins
[*][ ][ ][*],4,20,Player 3 wins
[*][ ][ ][*],4,23,Player 2 wins
[*][ ][ ][*],4,7,Player 0 wins
[*][ ][ ][*],4,13,Player 2 wins
[*][ ][ ][*],4,11,Player 3 wins
[*][ ][ ][*],4,18,Player 1 wins
[*][ ][ ][*],4,12,Player 1 wins
[*][ ][ ][*],4,4,Player 3 wins
[*][ ][ ][*],4,18,Player 2 wins
[*][ ][ ][*],4,18,Player 3 wins
[*][ ][ ][*],4,17,Player 1 wins
[*][ ][ ][*],4,18,Player 2 wins
[*][ ][ ][*],4,9,Player 0 wins
[*][ ][ ][*],4,12,Player 2 wins
[*][ ][ ][*],4,12,Player 0 wins
